,Mej,Rcsm,kappa,Mcsm,beta,delta,s,tau,bt,Lpeak,tpeak,max_ind,trise,tfall
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+13_k2.0e-01_a2.0e-03_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+13,0.2,0.01,0.01,0.1,0,1147.646581,11.47646581,6.87E+43,0.512343626,45,0.10724498,0.25598794
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+13_k2.0e-01_a2.0e-03_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+13,0.2,0.01,0.03,0.1,0,1147.646581,34.42939742,9.10E+44,0.307411089,97,0.030545551,0.124489967
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+13_k2.0e-01_a2.0e-03_b5.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+13,0.2,0.01,0.05,0.1,0,1147.646581,57.38232903,2.32E+45,0.269330918,189,0.021015887,0.112570361
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+13_k2.0e-01_a4.0e-02_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+13,0.2,0.2,0.01,0.1,0,22952.93161,229.5293161,1.10E+44,0.957792394,72,0.056777296,0.115757371
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+13_k2.0e-01_a4.0e-02_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+13,0.2,0.2,0.03,0.1,0,22952.93161,688.5879483,7.06E+44,0.455149783,194,0.018116386,0.107189624
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+13_k2.0e-01_a4.0e-03_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+13,0.2,0.02,0.01,0.1,0,2295.293161,22.95293161,8.40E+43,0.583381747,49,0.08407933,0.259583045
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+13_k2.0e-01_a4.0e-03_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+13,0.2,0.02,0.03,0.1,0,2295.293161,68.85879483,8.71E+44,0.332876726,107,0.02508673,0.137007175
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+13_k2.0e-01_a4.0e-03_b5.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+13,0.2,0.02,0.05,0.1,0,2295.293161,114.7646581,2.15E+45,0.285120888,217,0.019854377,0.12103378
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+13_k2.0e-01_a6.0e-02_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+13,0.2,0.3,0.01,0.1,0,34429.39742,344.2939742,1.15E+44,1.027355531,77,0.036093994,0.118343176
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+13_k2.0e-01_a6.0e-02_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+13,0.2,0.3,0.03,0.1,0,34429.39742,1032.881923,6.94E+44,0.481492564,144,0.017178635,0.098211953
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+13_k2.0e-01_a6.0e-03_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+13,0.2,0.03,0.01,0.1,0,3442.939742,34.42939742,8.89E+43,0.647748632,35,0.103450211,0.244356747
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+13_k2.0e-01_a6.0e-03_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+13,0.2,0.03,0.03,0.1,0,3442.939742,103.2881923,8.40E+44,0.351720968,77,0.024761683,0.135482134
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+13_k2.0e-01_a6.0e-03_b5.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+13,0.2,0.03,0.05,0.1,0,3442.939742,172.1469871,2.02E+45,0.295759655,158,0.021276102,0.12670385
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a1.0e-01_b1.0e-01_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.5,0.1,0.1,0,573.8232903,57.38232903,2.30E+46,2.98527106,158,0.271336662,1.346838231
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a1.0e-01_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.5,0.01,0.1,0,573.8232903,5.738232903,5.56E+43,11.21865936,158,3.37588897,6.53263447
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a1.0e-01_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.5,0.03,0.1,0,573.8232903,17.21469871,1.33E+45,5.217017668,96,0.908879944,2.378752149
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a1.0e-01_b5.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.5,0.05,0.1,0,573.8232903,28.69116451,5.18E+45,3.95120992,107,0.512174423,1.628705639
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a1.0e-02_b1.0e-01_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.05,0.1,0.1,0,57.38232903,5.738232903,1.01E+46,2.515689229,135,0.282894996,0.869595288
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a1.0e-02_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.05,0.01,0.1,0,57.38232903,0.57382329,1.68E+43,6.985669679,53,3.236723196,3.764966679
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a1.0e-02_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.05,0.03,0.1,0,57.38232903,1.721469871,4.09E+44,3.677276206,75,0.905553091,1.6151041
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a1.0e-02_b5.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.05,0.05,0.1,0,57.38232903,2.869116451,1.68E+45,3.015548984,94,0.508455945,1.172691962
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a1.0e-03_b1.0e-01_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.005,0.1,0.1,0,5.738232903,0.57382329,2.23E+45,2.19277436,135,0.173644179,0.861555896
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a1.0e-03_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.005,0.01,0.1,0,5.738232903,0.057382329,4.94E+42,4.571236592,38,2.236342072,2.173192164
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a1.0e-03_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.005,0.03,0.1,0,5.738232903,0.172146987,1.17E+44,2.783701744,61,0.634179248,1.020560737
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a1.0e-03_b5.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.005,0.05,0.1,0,5.738232903,0.286911645,4.40E+44,2.408173454,82,0.328380575,0.935154684
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a2.0e-02_b1.0e-01_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.1,0.1,0.1,0,114.7646581,11.47646581,1.52E+46,2.651168416,135,0.28652459,0.974989609
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a2.0e-02_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.1,0.01,0.1,0,114.7646581,1.147646581,2.44E+43,8.123450969,60,3.415891261,4.259751016
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a2.0e-02_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.1,0.03,0.1,0,114.7646581,3.442939742,5.89E+44,4.09276712,82,0.961428129,1.829101939
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a2.0e-02_b5.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.1,0.05,0.1,0,114.7646581,5.738232903,2.45E+45,3.297028531,100,0.598456879,1.281094797
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a2.0e-03_b1.0e-01_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.01,0.1,0.1,0,11.47646581,1.147646581,3.58E+45,2.253839319,133,0.188149036,0.870909232
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a2.0e-03_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.01,0.01,0.1,0,11.47646581,0.114764658,7.33E+42,5.058828171,41,2.610160297,2.486199453
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a2.0e-03_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.01,0.03,0.1,0,11.47646581,0.344293974,1.76E+44,2.997080097,64,0.733196216,1.162455187
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a2.0e-03_b5.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.01,0.05,0.1,0,11.47646581,0.57382329,6.75E+44,2.541548934,84,0.390857222,0.968274639
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a4.0e-02_b1.0e-01_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.2,0.1,0.1,0,229.5293161,22.95293161,2.11E+46,2.788367543,139,0.304166393,1.100602357
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a4.0e-02_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.2,0.01,0.1,0,229.5293161,2.295293161,3.51E+43,9.238633494,67,3.392321919,5.288102788
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a4.0e-02_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.2,0.03,0.1,0,229.5293161,6.885879483,8.42E+44,4.559770654,89,1.029551789,2.082727514
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a4.0e-02_b5.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.2,0.05,0.1,0,229.5293161,11.47646581,3.54E+45,3.556323728,104,0.546451492,1.414015947
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a4.0e-03_b1.0e-01_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.02,0.1,0.1,0,22.95293161,2.295293161,5.65E+45,2.3473496,133,0.227661617,0.857926823
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a4.0e-03_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.02,0.01,0.1,0,22.95293161,0.229529316,1.03E+43,5.694770838,45,2.72481343,3.037033805
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a4.0e-03_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.02,0.03,0.1,0,22.95293161,0.688587948,2.55E+44,3.25570054,68,0.840064102,1.322119236
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a4.0e-03_b5.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.02,0.05,0.1,0,22.95293161,1.147646581,1.02E+45,2.744007575,88,0.462784386,1.00681251
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a6.0e-02_b1.0e-01_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.3,0.1,0.1,0,344.2939742,34.42939742,2.27E+46,2.88967174,147,0.311289571,1.207712813
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a6.0e-02_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.3,0.01,0.1,0,344.2939742,3.442939742,4.32E+43,10.0677049,72,3.322976777,5.771643
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a6.0e-02_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.3,0.03,0.1,0,344.2939742,10.32881923,1.03E+45,4.884950138,93,1.005764827,2.205264437
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a6.0e-02_b5.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.3,0.05,0.1,0,344.2939742,17.21469871,4.32E+45,3.752718881,106,0.581299065,1.451952817
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a6.0e-03_b1.0e-01_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.03,0.1,0.1,0,34.42939742,3.442939742,7.33E+45,2.419570589,134,0.263792043,0.856997746
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a6.0e-03_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.03,0.01,0.1,0,34.42939742,0.344293974,1.28E+43,6.353875315,49,3.132703381,3.1766164
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a6.0e-03_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.03,0.03,0.1,0,34.42939742,1.032881923,3.14E+44,3.440397542,71,0.86963369,1.380427788
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r5.0e+14_k2.0e-01_a6.0e-03_b5.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,5E+14,0.2,0.03,0.05,0.1,0,34.42939742,1.721469871,1.27E+45,2.838783508,90,0.481854849,1.102295179
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a1.0e-01_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.5,0.01,0.1,0,22414.97228,224.1497228,1.26E+44,1.83163195,78,0.134416541,0.194731287
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a1.0e-01_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.5,0.03,0.1,0,22414.97228,672.4491683,9.07E+44,0.825212435,167,0.031969126,0.172696837
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a1.0e-01_b5.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.5,0.05,0.1,0,22414.97228,1120.748614,1.94E+45,0.631560344,306,0.029133438,0.240808486
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a1.0e-02_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.05,0.01,0.1,0,2241.497228,22.41497228,8.56E+43,1.131354392,57,0.20469706,0.594155536
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a1.0e-02_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.05,0.03,0.1,0,2241.497228,67.24491683,1.02E+45,0.599548865,95,0.057852319,0.242955728
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a1.0e-02_b5.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.05,0.05,0.1,0,2241.497228,112.0748614,2.62E+45,0.493454095,166,0.035547324,0.208998372
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a1.0e-03_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.005,0.01,0.1,0,224.1497228,2.241497228,3.26E+43,0.687641964,39,0.199352644,0.3742034
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a1.0e-03_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.005,0.03,0.1,0,224.1497228,6.724491683,6.75E+44,0.451878724,65,0.064511609,0.184237897
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a1.0e-03_b5.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.005,0.05,0.1,0,224.1497228,11.20748614,2.43E+45,0.404457399,104,0.042911483,0.152004825
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a2.0e-02_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.1,0.01,0.1,0,4482.994455,44.82994455,9.81E+43,1.299639072,62,0.160891569,0.519554242
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a2.0e-02_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.1,0.03,0.1,0,4482.994455,134.4898337,9.88E+44,0.659021306,107,0.052066464,0.242768124
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a2.0e-02_b5.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.1,0.05,0.1,0,4482.994455,224.1497228,2.40E+45,0.530328548,201,0.035357837,0.217413666
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a2.0e-03_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.01,0.01,0.1,0,448.2994455,4.482994455,4.36E+43,0.801326396,45,0.228369918,0.450936718
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a2.0e-03_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.01,0.03,0.1,0,448.2994455,13.44898337,9.16E+44,0.496071551,70,0.068285371,0.203120866
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a2.0e-03_b5.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.01,0.05,0.1,0,448.2994455,22.41497228,2.84E+45,0.424534856,125,0.040222314,0.17608198
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a4.0e-02_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.2,0.01,0.1,0,8965.988911,89.65988911,1.09E+44,1.496304352,68,0.139433856,0.310946789
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a4.0e-02_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.2,0.03,0.1,0,8965.988911,268.9796673,9.49E+44,0.722359213,127,0.03446934,0.22885106
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a4.0e-02_b5.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.2,0.05,0.1,0,8965.988911,448.2994455,2.16E+45,0.573737554,163,0.036021447,0.239152188
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a4.0e-03_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.02,0.01,0.1,0,896.5988911,8.965988911,5.93E+43,0.941150022,51,0.249266142,0.550679997
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a4.0e-03_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.02,0.03,0.1,0,896.5988911,26.89796673,1.03E+45,0.534375844,85,0.063794032,0.229170865
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a4.0e-03_b5.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.02,0.05,0.1,0,896.5988911,44.82994455,2.84E+45,0.454187468,141,0.041022216,0.189448075
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a6.0e-02_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.3,0.01,0.1,0,13448.98337,134.4898337,1.17E+44,1.634436234,72,0.111324843,0.225893484
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a6.0e-02_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.3,0.03,0.1,0,13448.98337,403.469501,9.23E+44,0.773023858,144,0.046101564,0.194425807
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a6.0e-02_b5.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.3,0.05,0.1,0,13448.98337,672.4491683,2.05E+45,0.598065139,271,0.031286847,0.254460589
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a6.0e-03_b1.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.03,0.01,0.1,0,1344.898337,13.44898337,7.11E+43,1.030093994,54,0.242769555,0.58893678
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a6.0e-03_b3.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.03,0.03,0.1,0,1344.898337,40.3469501,1.03E+45,0.561473818,89,0.062361761,0.237543733
/global/cscratch1/sd/dkhatami/csm_param_study/lightcurves/clean/m5.0e+00_r8.0e+13_k2.0e-01_a6.0e-03_b5.0e-02_d1.0e-01_s0.0e+00.lightcurve,5,8E+13,0.2,0.03,0.05,0.1,0,1344.898337,67.24491683,2.76E+45,0.471783798,151,0.041312441,0.196623634