mjd,Fratio,Fratio_unc,filterid,wave,Fratio0,Fratio0_abs,freq,fnu,fnu_unc,nufnu,nufnu_unc,flambda,flambda_unc,Llambda,Llambda_unc,datetime64,date
58340.15797449974,4.54219069442795e-09,286765.02446717187,3.0,7883.058236798149,4.690395352891876e-09,925799.4558132999,380299686992755.6,3.361577824058092e-14,1.041243803840301e-14,12.78406994291081,3.959846926836127,0.001621714512171776,0.0005023236931514149,1.9403736017629665e+37,6.010278790844563e+36,2018-08-10T03:47:28.996777833,2018 08 10
58340.183356499765,9.435404652755433e-09,185198.0714488514,2.0,6421.811631761602,9.858526343830809e-09,1945895.311066338,466834711434477.7,7.065545874481873e-14,6.724541974307795e-15,32.984420694408094,3.1392496121050124,0.005136310839650081,0.0004888417462416081,6.145571177234637e+37,5.848967945515036e+36,2018-08-10T04:24:02.001579702,2018 08 10
58343.16049770033,5.134420777629829e-09,144808.39815177233,2.0,6421.811631761602,5.3646689632748235e-09,1058888.906615549,466834711434477.7,3.8448256199210585e-14,5.257992936890853e-15,17.94898058791734,2.4546136154179634,0.002795002659240825,0.00038223070936520525,3.344207217819936e+37,4.573372024908028e+36,2018-08-13T03:51:07.001308501,2018 08 13
58343.18030089978,4.6208564589430055e-09,143785.5055442095,1.0,4813.966872932173,4.914534957848913e-09,970040.5716858654,622755548414061.5,3.522217315791377e-14,5.220851706310247e-15,21.93480376129163,3.2513143675517266,0.004556492460433406,0.0006753919279821219,5.45182127957703e+37,8.081031883628426e+36,2018-08-13T04:19:37.997741103,2018 08 13
58344.323842600454,7.081795282499304e-09,229376.26901558074,3.0,7883.058236798149,7.3128633115104525e-09,1443427.3371133225,380299686992755.6,5.241084661058474e-14,8.328652327955737e-15,19.931828561030702,3.167383873393052,0.002528438578315817,0.0004017963305925727,3.0252645790737236e+37,4.8074737403871314e+36,2018-08-14T07:46:20.000679195,2018 08 14
58346.15693289973,6.933674904960974e-09,180378.59118249392,1.0,4813.966872932173,7.374344563515199e-09,1455562.627502782,622755548414061.5,5.2851479004626015e-14,6.549546645836354e-15,32.91355179202013,4.078766513291296,0.006837095613824318,0.0008472776446022635,8.180551966589821e+37,1.0137636202986611e+37,2018-08-16T03:45:59.002536535,2018 08 16
58346.18018520018,9.084663219574984e-09,146694.0249172989,2.0,6421.811631761602,9.492056246772211e-09,1873560.7228488408,466834711434477.7,6.802898984664141e-14,5.326460044747123e-15,31.758293844235855,2.4865764379567983,0.0049453792271269194,0.0003872079376571019,5.917122422597891e+37,4.6329243216597574e+36,2018-08-16T04:19:28.001295626,2018 08 16
58347.255200000014,9.817479430199823e-09,89238.68348801916,2.0,6348.830627071128,1.0263814977623493e-08,2025891.9783795192,472201064431768.7,7.356013773496035e-14,3.2402565974499757e-15,34.73517533819579,1.5300526143479396,0.005471113875693354,0.00024099754808765318,6.546161397062213e+37,2.8835240536427497e+36,2018-08-17T06:07:29.280001223,2018 08 17
58347.257999999914,6.918309709189363e-09,75463.05808531224,1.0,4773.229399405268,7.3631178857319375e-09,1453346.6837708903,628070500942932.6,5.277101808772103e-14,2.7400636390776874e-15,33.14391976562351,1.720953142411038,0.006943709801534608,0.0003605427266130273,8.308115328608089e+37,4.3138763560220164e+36,2018-08-17T06:11:31.199992597,2018 08 17
58347.260799999814,1.0764652136298327e-08,195696.54139427177,3.0,7681.939914479305,1.1133376378255096e-08,2197527.7171461117,390256187027623.3,7.979223140957531e-14,7.105741418026009e-15,31.13941198432662,2.773059551803087,0.004053587027624819,0.00036098428036078305,4.850097351795097e+37,4.319159525343585e+36,2018-08-17T06:15:33.119983971,2018 08 17
58348.18152779993,1.2287770494896086e-08,223388.86917728742,3.0,7883.058236798149,1.2688701444737797e-08,2504520.8364520743,380299686992755.6,9.093915157157482e-14,8.111249839827306e-15,34.58413087805666,3.0847057752063636,0.00438714643976849,0.0003913082565858697,5.249199581617528e+37,4.681984440123736e+36,2018-08-18T04:21:24.001913667,2018 08 18
58350.17442995019,1.3773059200157033e-08,84114.45604027824,2.0,6421.811631761602,1.4390698857863692e-08,2840464.4318882436,466834711434477.7,1.0313726352186213e-13,3.054195898822503e-15,48.14805465437019,1.4258046610911683,0.007497581276946056,0.00022202530109093966,8.970819880853005e+37,2.656522032249663e+36,2018-08-20T04:11:10.747696236,2018 08 20
58350.2543055499,9.621004235981047e-09,109760.81425018408,1.0,4813.966872932173,1.023246709077758e-08,2019704.4708456502,622755548414061.5,7.333546933640556e-14,3.985415165424184e-15,45.67007042479584,2.4819394070014553,0.009486993082895549,0.0005155705206358667,1.1351141523366064e+38,6.168776443575783e+36,2018-08-20T06:06:11.999511123,2018 08 20
58351.18172840029,1.3235821878420649e-08,93033.69175861141,2.0,6421.811631761602,1.382936964262113e-08,2729668.1678412776,466834711434477.7,9.91142511743168e-14,3.3780533477551807e-15,46.269972846006524,1.576992559809561,0.007205127695923083,0.0002455681745646232,8.620900579953318e+37,2.9382113792655227e+36,2018-08-21T04:21:41.333785057,2018 08 21
58351.262442100015,8.284743722382717e-09,122672.76657223141,1.0,4813.966872932173,8.811280549879418e-09,1739187.8774285333,622755548414061.5,6.314991182943004e-14,4.454248154237723e-15,39.32695797363633,2.773907752064634,0.008169345367697223,0.0005762207811735637,9.774582379444865e+37,6.894453889292123e+36,2018-08-21T06:17:54.997441261,2018 08 21
58352.17696373304,9.867840405082667e-09,148514.8961707159,1.0,4813.966872932173,1.0494990930825385e-08,2071521.9425017282,622755548414061.5,7.521696173223775e-14,5.392575879958694e-15,46.8417802535992,3.3582565494881167,0.00973039106624928,0.0006976069088407774,1.1642366037962932e+38,8.346833059472124e+36,2018-08-22T04:14:49.666534960,2018 08 22
58352.239367266804,1.3717541702405822e-08,143889.1227477361,2.0,6421.811631761602,1.4332691731061341e-08,2829014.871161172,466834711434477.7,1.0272152997186216e-13,5.224614046970298e-15,47.95397580252232,2.4390311909738975,0.007467359454355064,0.0003798042251676625,8.934659615706094e+37,4.5443392583719397e+36,2018-08-22T05:44:41.331851869,2018 08 22
58353.21866608766,1.3303839889300682e-08,75520.03317636141,2.0,6421.811631761602,1.3900437856099387e-08,2743695.7515338184,466834711434477.7,9.962359273819294e-14,2.7421324046336828e-15,46.507751168000226,1.2801225898322957,0.007242154369333694,0.00019933979120485945,8.66520281632588e+37,2.3850909992589418e+36,2018-08-23T05:14:52.749973945,2018 08 23
58354.21281539963,1.4281699796671821e-08,120926.16077142577,2.0,6421.811631761602,1.4922148955111877e-08,2945363.096884776,466834711434477.7,1.0694613404788622e-13,4.39082889761047e-15,49.926167627277934,2.0497913413741493,0.007774467781077286,0.00031919206898503496,9.302113249240748e+37,3.81911772942846e+36,2018-08-24T05:06:27.250528112,2018 08 24
58355.24605904985,1.2038622125503376e-08,174266.0476662985,2.0,6421.811631761602,1.2578482612618028e-08,2482765.626684108,466834711434477.7,9.014921990489995e-14,6.327600190763298e-15,42.084785060347244,2.9539434091277306,0.006553413191411648,0.00045998599437545605,7.841127314715328e+37,5.503710264462891e+36,2018-08-25T05:54:19.501907229,2018 08 25
58356.22671297994,1.1414304442976028e-08,121796.47620104211,2.0,6421.811631761602,1.1926168001148996e-08,2354010.4862576723,466834711434477.7,8.547412075601609e-14,4.422430050859839e-15,39.90228649825047,2.0645438566323153,0.006213556047159337,0.0003214893203066405,7.434489878762063e+37,3.846604230829307e+36,2018-08-26T05:26:28.001466519,2018 08 26
58357.24237849994,1.2218152981007638e-08,160285.1068006536,2.0,6421.811631761602,1.2766064357509317e-08,2519790.880266152,466834711434477.7,9.149360686246398e-14,5.819952227931732e-15,42.71239155773792,2.7169557188889555,0.0066511436346851005,0.00042308243758679864,7.958061319309298e+37,5.062160985188225e+36,2018-08-27T05:49:01.502394900,2018 08 27
58358.223842599895,1.0478509424399229e-08,158824.98404991152,2.0,6421.811631761602,1.0948408150608737e-08,2161018.3247359027,466834711434477.7,7.846657537116063e-14,5.7669351708522876e-15,36.63092107064747,2.692205516346168,0.00570414131885694,0.0004192283534183413,6.824977610278073e+37,5.0160470537698506e+36,2018-08-28T05:22:20.000630915,2018 08 28
58359.23704862478,1.013784503645353e-08,140424.810653347,2.0,6421.811631761602,1.0592466994233754e-08,2090761.959529856,466834711434477.7,7.591556675052908e-14,5.0988248748230295e-15,35.440021697368074,2.380308439092946,0.005518695304310308,0.00037065995946069044,6.603092347195269e+37,4.434928559681494e+36,2018-08-29T05:41:21.001181155,2018 08 29
58360.14185189968,3.507028056253703e-09,157881.7444690249,1.0,4813.966872932173,3.729917199063623e-09,736218.3895634122,622755548414061.5,2.6732089725047497e-14,5.732686141670294e-15,16.647557196975853,3.5700621020415744,0.0034581785949922574,0.0007416050413880518,4.137694030325089e+37,8.873268595941913e+36,2018-08-30T03:24:16.004132330,2018 08 30
58360.2446875001,8.131891052597857e-09,128580.39895619024,2.0,6421.811631761602,8.496557923860352e-09,1677067.306777503,466834711434477.7,6.089431390909114e-14,4.6687542860992674e-15,28.427579461751062,2.1795365599096326,0.004426722721225776,0.0003393959033506799,5.29655241173608e+37,4.060855634363335e+36,2018-08-30T05:52:21.000008374,2018 08 30
58361.13950000005,7.4473197390598885e-09,54155.571295310845,2.0,6348.830627071128,7.78589987627386e-09,1536796.2242302143,472201064431768.7,5.580107090179908e-14,1.966388793732737e-15,26.349325076262122,0.9285308814873,0.004150264296531992,0.00014625226849304912,4.965771238333117e+37,1.7499013473205143e+36,2018-08-31T03:20:52.800004184,2018 08 31
58361.14229999995,2.9376496519615306e-09,37383.605954613995,1.0,4773.229399405268,3.1265239059247933e-09,617119.4351256154,628070500942932.6,2.2407606689411096e-14,1.3573987322120342e-15,14.073556758350636,0.852542101719714,0.002948435028097364,0.0001786090779181781,3.5277883080492446e+37,2.1370490134144413e+36,2018-08-31T03:24:54.719995558,2018 08 31
58361.14509999985,1.0568175092136563e-08,57637.403090985455,3.0,7681.939914479305,1.0930169358219225e-08,2157418.316037597,390256187027623.3,7.833585905532515e-14,2.092814106233682e-15,30.571053662464514,0.8167336532563801,0.003979600726223159,0.00010631867241202442,4.761573098571509e+37,1.2720977938743708e+36,2018-08-31T03:28:56.639986932,2018 08 31
58361.17846836662,3.560830912633505e-09,75689.7121394298,1.0,4813.966872932173,3.787139495592424e-09,747513.0389481572,622755548414061.5,2.714219844420759e-14,2.7482934477826963e-15,16.902954677285784,1.7115149932766849,0.0035112320303505216,0.0003555311115454781,4.201172210164618e+37,4.253912623156069e+36,2018-08-31T04:16:59.666875899,2018 08 31
58361.216084133055,7.548003551483333e-09,99253.18798132127,2.0,6421.811631761602,7.886486546594083e-09,1556650.218965886,466834711434477.7,5.652196945065132e-14,3.603883255601775e-15,26.386417298203174,1.6824177996724008,0.004108874381755257,0.00026198491892090697,4.916248404684398e+37,3.134636934668397e+36,2018-08-31T05:11:09.669095962,2018 08 31
58362.13946760027,7.789695770530216e-09,140197.1366223513,2.0,6421.811631761602,8.13901722188174e-09,1606495.2201155932,466834711434477.7,5.833184144239719e-14,5.090558030757576e-15,27.231328367203197,2.376449189329176,0.004240443340399448,0.00037005899979618046,5.073670029914075e+37,4.4277381062447913e+36,2018-09-01T03:20:50.000663102,2018 09 01
58362.20263889991,2.6398064696648516e-09,115877.87673140957,1.0,4813.966872932173,2.8075793507966342e-09,554165.5318069517,622755548414061.5,2.0121750459910418e-14,4.2075257041174815e-15,12.530931742712406,2.6202599773339426,0.0026030365545660376,0.0005443036993185518,3.11452069830708e+37,6.512567542392289e+36,2018-09-01T04:51:48.000952005,2018 09 01
58362.28035879973,9.940043820493842e-09,269204.954316137,3.0,7883.058236798149,1.0264372079397617e-08,2026001.9402229274,380299686992755.6,7.356413044949449e-14,9.774831891218935e-15,27.976415783837,3.7173655086373665,0.0035489292281570333,0.00047156387749169333,4.2462767257468553e+37,5.642239078224067e+36,2018-09-01T06:43:43.000296950,2018 09 01
58365.14400460012,6.908399338863151e-09,123482.99266226558,2.0,6421.811631761602,7.218199895220863e-09,1424742.485903009,466834711434477.7,5.1732399663138263e-14,4.483667463566863e-15,24.15047986855422,2.0931316065223933,0.0037606957745550335,0.000325940984654546,4.499654378399734e+37,3.8998681803084145e+36,2018-09-04T03:27:21.997450590,2018 09 04
58365.21987270005,2.64780841904264e-09,116627.53176994008,1.0,4813.966872932173,2.8160898640093892e-09,555845.3536360866,622755548414061.5,2.0182744790526305e-14,4.234745678566524e-15,12.568916300525252,2.6372113674497726,0.002610927044637007,0.0005478249927888379,3.1239616316672795e+37,6.554699649138089e+36,2018-09-04T05:16:37.001284361,2018 09 04
58366.28358800011,8.988297047394158e-09,316814.10564499215,3.0,7883.058236798149,9.281571280841798e-09,1832014.78647162,380299686992755.6,6.652045689678452e-14,1.1503520175969664e-14,25.297708936462246,4.374785122236112,0.0032091236898862978,0.0005549603961841354,3.8397010361019503e+37,6.640074407039364e+36,2018-09-05T06:48:22.003209293,2018 09 05
58367.18167053334,5.6822197001583105e-09,93243.27967380776,2.0,6421.811631761602,5.937033404188553e-09,1171863.3252001372,466834711434477.7,4.255035733801698e-14,3.38566348495596e-15,19.86398378932707,1.5805452360136636,0.0030932056136747928,0.00024612139480959764,3.7010056163102527e+37,2.9448306328471637e+36,2018-09-06T04:21:36.334080608,2018 09 06
58367.2413156,1.294852334561356e-09,91748.75159102114,1.0,4813.966872932173,1.3771466653412766e-09,271823.9161997236,622755548414061.5,9.869926397211964e-15,3.3313971702699776e-15,6.146551426302159,2.0746460717565327,0.0012768163114837373,0.0004309639277789363,1.5277045660679039e+37,5.156462635673534e+36,2018-09-06T05:47:29.667839706,2018 09 06
58368.15875002497,5.183118994076491e-09,68258.74023445921,2.0,6421.811631761602,5.415551004629222e-09,1068932.1039693775,466834711434477.7,3.88129246951281e-14,2.478474857913214e-15,18.119220499978237,1.1570380950915233,0.0028215122988601046,0.00018017316007354296,3.3759258739233544e+37,2.155763181059116e+36,2018-09-07T03:48:36.002157703,2018 09 07
58368.22376157495,2.020135959379171e-09,74974.62332487832,1.0,4813.966872932173,2.148525685701037e-09,424080.22372709576,622755548414061.5,1.5398352923530846e-14,2.722328572926332e-15,9.589409719566719,1.6953452233960074,0.001991997446738938,0.00035217218317985176,2.3834153492621966e+37,4.2137232070661435e+36,2018-09-07T05:22:13.000075445,2018 09 07
58369.15576390006,4.928204855556491e-09,75273.16973699334,2.0,6421.811631761602,5.149205485544309e-09,1016360.3017917437,466834711434477.7,3.690404255805821e-14,2.733168793150228e-15,17.22808805835679,1.2759380648520064,0.0026827457805128517,0.00019868817991193505,3.2098924031807274e+37,2.377294501528229e+36,2018-09-08T03:44:18.000965207,2018 09 08
58369.24167050002,1.8593420647552367e-09,86881.37400247523,1.0,4813.966872932173,1.977512536264502e-09,390325.31208885874,622755548414061.5,1.4172712081946461e-14,3.154662690029876e-15,8.826135085107163,1.964583693590934,0.0018334432533664675,0.0004081007920177714,2.193706020672199e+37,4.8829063176439396e+36,2018-09-08T05:48:00.331201851,2018 09 08
58371.14975693325,4.635848907032911e-09,71818.23921938805,2.0,6421.811631761602,4.843739114321569e-09,956066.7489097005,466834711434477.7,3.4714783652911225e-14,2.6077202660559803e-15,16.206066009117134,1.2173743379060828,0.002523597224335208,0.00018956867745623026,3.0194719223574783e+37,2.2681800939463117e+36,2018-09-10T03:35:38.999032765,2018 09 10
58371.220726275,1.8503393059599753e-09,73046.11335235606,1.0,4813.966872932173,1.9679376071989675e-09,388435.3937661192,622755548414061.5,1.4104089147647789e-14,2.6523043758240486e-15,8.783399772024213,1.6517372661273204,0.0018245658941716543,0.0003431135505760662,2.183084303159223e+37,4.1053371043302444e+36,2018-09-10T05:17:50.750160143,2018 09 10
58372.14868634986,4.62791887557255e-09,84930.34240228207,2.0,6421.811631761602,4.8354534681901605e-09,954431.3117871581,466834711434477.7,3.465540093099171e-14,3.0838207326268618e-15,16.178344093265647,1.4396345618315205,0.0025192803870560864,0.00022417888352738969,3.0143068473478847e+37,2.682289542360378e+36,2018-09-11T03:34:06.500627697,2018 09 11
58372.23106479994,1.2490062604964574e-09,98736.39284863973,1.0,4813.966872932173,1.32838684436999e-09,262199.60687728267,622755548414061.5,9.520467725714134e-15,3.585118424334109e-15,5.928924099685478,2.2326523904755438,0.0012316088282664454,0.00046378640514317497,1.4736140301698787e+37,5.549181996226962e+36,2018-09-11T05:32:43.998714834,2018 09 11
58374.14716433361,4.347003487562404e-09,82774.59063295976,2.0,6421.811631761602,4.541940698467378e-09,896497.1842693002,466834711434477.7,3.255181276081829e-14,3.005545385882769e-15,15.196316116865754,1.4030929129218084,0.00236635967983028,0.00021848864360677584,2.8313379577949935e+37,2.614206095817924e+36,2018-09-13T03:31:54.998424053,2018 09 13
58374.21166667505,1.2778409317075882e-09,76321.73948397135,1.0,4813.966872932173,1.359054102901885e-09,268252.77065645304,622755548414061.5,9.74025810253581e-15,2.7712423606629997e-15,6.065799776339194,1.7258065561029647,0.001260041860787574,0.0003584998820425578,1.5076340166150771e+37,4.289433819143344e+36,2018-09-13T05:04:48.000724465,2018 09 13
58377.1530642251,2.62658359828021e-09,79509.09660537961,2.0,6421.811631761602,2.744370225855384e-09,541689.1904603818,466834711434477.7,1.9668734505616463e-14,2.8869752977413337e-15,9.182047997210816,1.3477402800395408,0.0014298220694916332,0.00020986917046488248,1.7107752184718617e+37,2.5110745148885725e+36,2018-09-16T03:40:24.749048799,2018 09 16
58378.155960666634,3.501924685728906e-09,103136.67087922661,2.0,6421.811631761602,3.6589651465862475e-09,722213.7339575919,466834711434477.7,2.6223580680000164e-14,3.744892519624719e-15,12.242077719526621,1.7482458187521397,0.0019063277500975888,0.00027223561184907706,2.2809119699150504e+37,3.25728598176216e+36,2018-09-17T03:44:35.001597195,2018 09 17
58379.14087960031,4.906639740312592e-09,177166.57056953176,3.0,7883.058236798149,5.066735807571639e-09,1000082.2746226435,380299686992755.6,3.6312987391548186e-14,6.432918177379698e-15,13.809817738777657,2.4464367693075073,0.0017518350523294843,0.0003103410752298556,2.0960622012508223e+37,3.7132160155138486e+36,2018-09-18T03:22:51.997466683,2018 09 18
58381.14930169998,2.0567745254182266e-09,119518.53553848765,2.0,6421.811631761602,2.1490086104822484e-09,424175.5443698148,466834711434477.7,1.5401814016067974e-14,4.339718025402486e-15,7.190101401758587,2.025931012095771,0.0011196375437418787,0.0003154765552567332,1.339640927619295e+37,3.774661786651394e+36,2018-09-20T03:34:59.666878372,2018 09 20
58381.191261574626,1.8259174013627034e-09,143114.19301752181,1.0,4813.966872932173,1.9419635686312346e-09,383308.58697008766,622755548414061.5,1.3917934792883883e-14,5.196476348466217e-15,8.66747111473355,3.2361344782097787,0.0018004841627533301,0.0006722386264030643,2.1542706275226367e+37,8.043302782134434e+36,2018-09-20T04:35:25.000047684,2018 09 20
58382.138769300036,2.3850333212980026e-09,103614.60445388919,2.0,6421.811631761602,2.4919878578884413e-09,491873.462501201,466834711434477.7,1.785992542341861e-14,3.7622462877207164e-15,8.337633131282919,1.7563471600735356,0.0012983303792415625,0.0002734971470335299,1.553446044503537e+37,3.27238018947403e+36,2018-09-21T03:19:49.667523117,2018 09 21
58382.198761566855,1.7858462909753504e-09,167279.08823229864,1.0,4813.966872932173,1.89934573911235e-09,374896.5959953395,622755548414061.5,1.3612495400590778e-14,6.073903693714764e-15,8.4772570384788,3.7825572257935316,0.0017609712036334244,0.0007857464177956811,2.1069935622757277e+37,9.401418038300571e+36,2018-09-21T04:46:12.999376268,2018 09 21
58383.14534144988,3.382908984049515e-09,163159.67608315338,2.0,6421.811631761602,3.534612299674362e-09,697668.7245632608,466834711434477.7,2.5332351388892e-14,5.9243278385792995e-15,11.826020950590186,2.76568187696641,0.0018415396820579313,0.000430670040723032,2.203393358599782e+37,5.1529462912066353e+36,2018-09-22T03:29:17.501269877,2018 09 22
58388.182963000145,5.624211430792757e-09,328760.35718917317,2.0,6421.811631761602,5.876423809502718e-09,1159900.0842459148,466834711434477.7,4.211597205896917e-14,1.1937288569538877e-14,19.661197662931396,5.5727406646707704,0.00306162790040262,0.0008677832649448302,3.663223034494845e+37,1.0382984962597857e+37,2018-09-27T04:23:28.003212512,2018 09 27
